,,0
GON4L,PIK3CA,2
CSMD3,TTN,2
DYNC1H1,SYNE1,2
CSRP2BP,TTN,2
LINC00273,PPP6R2,2
APOB,OTOGL,2
TAF4,TP53,2
ANK3,HUWE1,2
KIAA1244,PIK3CA,2
KIAA2018,NF1,2
SCYL3,TP53,2
KIAA2018,SYNE2,2
FEM1A,TTN,2
MYH7B,TP53,2
LRIT3,PRDX6,2
LRIT3,TP53,2
PHACTR3,TAF4,2
MAP3K1,TP53,2
MAPK8IP3,SYNE1,2
MAPK8IP3,TP53,2
MAPK8IP3,XRN1,2
MORC4,SOGA1,2
MORC4,TP53,2
NAPRT1,NHS,2
NAPRT1,TP53,2
NF1,SYNE2,2
NHS,PPP4R4,2
FLII,RNF14,2
NHS,TTN,2
NPDC1,SH3YL1,2
NPDC1,SYNE2,2
PDZD2,PIK3CA,2
SLC35F5,TP53,2
PHACTR3,PIK3CA,2
PI16,TP53,2
PIK3CA,PRKDC,2
PIK3CA,RUNX1,2
PIK3CA,SASH1,2
PIK3CA,SYNE1,2
PIK3CA,TIE1,2
PIK3CA,TOP2B,2
PIK3CA,WNT10A,2
PIK3CA,YTHDC2,2
PRDX6,TP53,2
CSMD3,ZNF541,2
PRKDC,TTN,2
PTPRZ1,ZNF800,2
RUNX1,TP53,2
SAMD9L,SOGA1,2
SASH1,TP53,2
SH3YL1,SYNE2,2
SH3YL1,TP53,2
SH3YL1,TTN,2
ABCA12,BLK,2
SYNE1,WNT10A,2
SYNE1,XRN1,2
SYNE2,TTN,2
TIE1,TP53,2
TP53,TPP2,2
TP53,WDFY2,2
TP53,WNT10A,2
TP53,XRN1,2
TP53,ZC3H7A,2
TP53,ZNF569,2
TP53,ZNF800,2
TP53,ZRANB3,2
TTN,ZCCHC8,2
ZC3H7A,ZRANB3,2
ARFGEF2,TP53,2
CUBN,SLC37A2,2
CUBN,TP53,2
DCT,TP53,2
DCT,ZHX1,2
DMD,MUC7,2
DNAH1,MDN1,2
DNAH1,MUC7,2
DNAH1,RADIL,2
ELTD1,TP53,2
FAM13A,TP53,2
FAM83C,MOV10L1,2
FAM83C,TM7SF3,2
FAM83C,TP53,2
FAM83C,ZNF600,2
FAT3,GLDC,2
KDM2B,SYNE1,2
KDM2B,TP53,2
MDN1,MUC7,2
TP53,VCAN,2
MOV10L1,TM7SF3,2
LILRB5,TP53,2
MOV10L1,ZNF600,2
MUC7,RADIL,2
MUC7,TP53,2
NUP85,TP53,2
PIK3C2B,TP53,2
PRR14L,TP53,2
PTPN22,TP53,2
RADIL,TP53,2
SLC1A6,SYNE1,2
SLC1A6,TP53,2
SLC2A8,TP53,2
SLC37A2,TP53,2
TP53,VN1R4,2
TM7SF3,ZNF600,2
TNN,TP53,2
TP53,ZHX1,2
TP53,ZNF600,2
ADAMTS6,TTN,2
MELK,TP53,2
COL4A6,PIK3CA,2
COL4A6,TTN,2
CHD8,TP53,2
PIK3CA,USP37,2
PIK3CA,VPS13C,2
ATP2B2,DST,2
TP53,ZNF248,2
COL5A3,TP53,2
EPB41L3,TP53,2
LCT,TP53,2
MCF2L2,TP53,2
MUC19,TP53,2
NCOR1,TP53,2
NES,SOX5,2
NES,TP53,2
NLRP4,TP53,2
PTPN5,TP53,2
RNF215,SEMA6A,2
RNF215,TP53,2
SEMA6A,TP53,2
RYR3,TP53,2
RYR3,TTN,2
ATP7B,TP53,2
CACNG3,TP53,2
ACCSL,TP53,2
NAT10,TP53,2
OPA1,TP53,2
NAV2,PIK3CA,2
NAV2,TP53,2
PODXL2,TDRD15,2
DSP,PRDM9,2
FAM227A,LMCD1,2
FAM227A,TP53,2
GP2,TP53,2
HKR1,PRDM9,2
HKR1,TP53,2
HYDIN,PPP1R12B,2
HYDIN,TP53,2
LMCD1,TP53,2
PPP1R12B,TP53,2
PODXL2,TP53,2
ABCA10,MROH2B,2
ABCA10,PIK3CA,2
ABCA10,TP53,2
C15orf52,TP53,2
LGR4,PIK3CA,2
MROH2B,PIK3CA,2
MROH2B,TP53,2
PLS3,TP53,2
SULF1,TP53,2
TBL1X,TP53,2
EPHA5,TP53,2
MYCBP2,SYNE1,2
MYCBP2,TP53,2
PSD3,RBMXL3,2
PSD3,TP53,2
AACS,CDH18,2
CDON,DNAH14,2
GATA3,ZNF469,2
ADAM15,ADAMTS16,2
ADAM15,TP53,2
ADAMTS16,TP53,2
OR14I1,TP53,2
CASK,TP53,2
COL4A6,ITPR1,2
COL4A6,UBR4,2
ITPR1,TP53,2
ITPR1,UBR4,2
TP53,ZNF75D,2
ASPM,PIK3CA,2
G2E3,TP53,2
RP11-435B5.5,TP53,2
IFIH1,VAV2,2
BRAF,TP53,2
BRDT,TP53,2
C6orf47,TP53,2
CACNA1I,MUC4,2
CACNA1I,TP53,2
DLGAP3,TP53,2
LAMP3,TP53,2
DSC1,JAK3,2
ATP12A,TP53,2
CCDC73,MUC4,2
DNAJC21,TP53,2
LRP8,TP53,2
PSMA5,TP53,2
TP53,WIZ,2
ADAMTS9,PIK3CA,2
ERCC2,NLRP14,2
FASN,GOLGA6L2,2
INADL,PIK3CA,2
KNG1,MUC16,2
PIK3CA,RNF213,2
PIK3CA,TRIM32,2
PXDNL,ZIC4,2
ATP2B2,PRKDC,2
NOVA2,TIE1,2
DCC,TP53,2
COL17A1,ZNF654,2
SCN7A,TP53,2
TP53,TTC18,2
BRWD1,HUWE1,2
BRWD1,MUC5B,2
GON4L,TP53,2
HUWE1,MUC5B,2
MYO3A,TP53,2
SEMA5A,TP53,2
TMEM164,TP53,2
DNHD1,TP53,2
RGSL1,TP53,2
IGFN1,RICTOR,2
KRTAP9-4,PIK3CA,2
PIK3CA,TTC6,2
ALS2CR11,TP53,2
PHKA1,TP53,2
SLC35F3,TP53,2
AOX1,CHD8,2
AOX1,NEB,2
CHD8,NEB,2
PTCHD4,TP53,2
TARBP1,TP53,2
CASR,TP53,2
DSPP,MUC16,2
CHD8,ZNF536,2
EPSTI1,TP53,2
FOXB1,UBR5,2
LOXHD1,MUC16,2
LOXHD1,TP53,2
BMPR2,FARP1,2
BMPR2,TTN,2
C5orf42,TP53,2
CCDC30,DENND2A,2
CCDC30,EFCAB12,2
CCDC30,TP53,2
CILP,TP53,2
CSPP1,TP53,2
DENND2A,EFCAB12,2
DENND2A,TP53,2
EFCAB12,TP53,2
IFIH1,PIK3CA,2
IFIH1,TP53,2
KIAA0947,PIK3CA,2
KIAA0947,TP53,2
LAMC1,TP53,2
MROH9,PIK3CA,2
MTARC1,TP53,2
PIK3CA,SEMA4D,2
PIK3CA,UNC80,2
ROR2,SYNE2,2
SPRYD3,TP53,2
SPTA1,UNC80,2
IGSF8,YAP1,2
SPTB,TTN,2
COL1A2,TP53,2
KCNJ14,LRP1B,2
KCNJ14,MDN1,2
KCNJ14,RADIL,2
LRP1,TP53,2
LRP1B,MDN1,2
LRP1B,RADIL,2
TACC1,TP53,2
FAM124B,TP53,2
PLEKHH2,TP53,2
RAP1GAP2,TP53,2
ANK3,MUC16,2
APOB,JADE3,2
APOB,MUC16,2
CDHR2,TP53,2
APOB,UNC13A,2
BIRC6,SMARCA4,2
DCAF13,TP53,2
KCNN3,LINGO2,2
KCNN3,TP53,2
LINGO2,TP53,2
MACF1,TP53,2
SIDT2,TP53,2
TP53,UNC13A,2
SEC31A,TP53,2
HUWE1,SYNE2,2
DLGAP4,DNAH10,2
APEH,FNIP2,2
BCAM,DBH,2
BCAM,KCNG4,2
DBH,KCNG4,2
PIK3CA,SH3RF1,2
FER1L6,PIK3CA,2
TP53,WDR62,2
STAG3,TP53,2
GATA3,XIRP2,2
PCDHA9,XIRP2,2
GLI2,XIRP2,2
GATA3,ZFP36L1,2
ABCA6,ETAA1,2
AEBP1,CSMD1,2
CSMD1,TP53,2
ETAA1,TP53,2
FLNC,TMEM132C,2
IQSEC2,TP53,2
TMEM132C,TP53,2
EP400,PHF2,2
CLTCL1,MUC4,2
DSP,PIK3CA,2
ADCY2,ALMS1,2
ADCY2,INPPL1,2
ADCY2,MROH2B,2
ALMS1,CSMD3,2
ALMS1,INPPL1,2
ALMS1,MROH2B,2
ARHGAP29,CSMD3,2
ARHGAP29,MEGF6,2
ARHGAP29,PIK3CA,2
NOVA2,TTN,2
ARSF,PIK3CA,2
ARSF,TERT,2
ARSF,TP53,2
CSMD3,INPPL1,2
CSMD3,MROH2B,2
ENOX1,TP53,2
INPPL1,MROH2B,2
INPPL1,TP53,2
OSMR,PIK3CA,2
OSMR,TP53,2
PIK3CA,TERT,2
SLC27A6,TP53,2
STIL,TP53,2
TERT,TP53,2
TP53,ZNF174,2
ARHGEF28,USP38,2
ARHGEF28,USP40,2
GPC5,PIK3CA,2
PIK3CA,RREB1,2
SSH1,TP53,2
TP53,TRIM42,2
TP53,UGGT2,2
TP53,VPS13D,2
USP38,USP40,2
DNAH5,PKHD1,2
CLPB,TP53,2
TP53,ZFYVE16,2
PPP1CB,RASA1,2
EFTUD2,PIK3CA,2
RNPC3,TP53,2
ATM,NEFH,2
GRIN2C,PLEC,2
GATA3,ZIC4,2
ABCA3,TP53,2
CDC42BPG,LTBP3,2
NEB,SH3YL1,2
NEB,SHANK2,2
SH3YL1,SHANK2,2
BARD1,KIAA0922,2
DOCK9,PLEC,2
HUWE1,LRP1B,2
LONP1,ZBTB48,2
MAML3,NEB,2
MAML3,PHF2,2
NEB,PHF2,2
KMT2C,PIK3CA,2
PIK3CA,PTEN,2
FBXL6,TP53,2
RANBP10,TP53,2
COLEC12,MAML3,2
COLEC12,TP53,2
CTCF,PIK3CA,2
RRP1B,TP53,2
CLTC,TP53,2
MAML3,MAP3K1,2
KANK1,MAP3K3,2
KANK1,TP53,2
MAP3K3,TP53,2
ALG10B,TP53,2
EP300,FATE1,2
FOXP3,TP53,2
ANK2,TP53,2
CD40LG,GOLM1,1
CD40LG,GREB1L,1
CD40LG,HAUS1,1
CD40LG,ISL1,1
CD40LG,KARS,1
CD40LG,LTBP3,1
CD40LG,MEIS2,1
CD40LG,MGA,1
CD40LG,MPHOSPH8,1
CD40LG,MRC1L1,1
CD40LG,MYO18A,1
CD40LG,NF1,1
CD40LG,PIK3CA,1
CD40LG,PRRG1,1
CD40LG,SCIN,1
CD40LG,SETD2,1
CD40LG,SF3B4,1
CD40LG,SLC25A27,1
CD40LG,SMYD5,1
CD40LG,TP53,1
CD40LG,TTN,1
CD40LG,UHRF1BP1,1
CD40LG,XIAP,1
COL6A6,DAPK1,1
COL6A6,DMRTA1,1
COL6A6,FARP2,1
COL6A6,GCK,1
COL6A6,GOLM1,1
COL6A6,GREB1L,1
COL6A6,HAUS1,1
COL6A6,ISL1,1
COL6A6,KARS,1
COL6A6,LTBP3,1
COL6A6,MEIS2,1
COL6A6,MGA,1
COL6A6,MPHOSPH8,1
COL6A6,MRC1L1,1
COL6A6,MYO18A,1
COL6A6,NF1,1
COL6A6,PIK3CA,1
COL6A6,PRRG1,1
COL6A6,SCIN,1
COL6A6,SETD2,1
COL6A6,SF3B4,1
COL6A6,SLC25A27,1
COL6A6,SMYD5,1
COL6A6,UHRF1BP1,1
COL6A6,XIAP,1
DAPK1,DMRTA1,1
DAPK1,FARP2,1
DAPK1,GCK,1
DAPK1,GOLM1,1
DAPK1,GREB1L,1
DAPK1,HAUS1,1
DAPK1,ISL1,1
DAPK1,KARS,1
DAPK1,LTBP3,1
DAPK1,MEIS2,1
DAPK1,MGA,1
DAPK1,MPHOSPH8,1
DAPK1,MRC1L1,1
DAPK1,MYO18A,1
DAPK1,NF1,1
DAPK1,PIK3CA,1
DAPK1,PRRG1,1
DAPK1,SCIN,1
DAPK1,SETD2,1
DAPK1,SF3B4,1
DAPK1,SLC25A27,1
DAPK1,SMYD5,1
DAPK1,UHRF1BP1,1
DAPK1,XIAP,1
DMRTA1,FARP2,1
DMRTA1,GCK,1
DMRTA1,GOLM1,1
DMRTA1,GREB1L,1
DMRTA1,HAUS1,1
DMRTA1,ISL1,1
DMRTA1,KARS,1
DMRTA1,LTBP3,1
DMRTA1,MEIS2,1
DMRTA1,MGA,1
DMRTA1,MPHOSPH8,1
DMRTA1,MRC1L1,1
DMRTA1,MYO18A,1
DMRTA1,NF1,1
DMRTA1,PIK3CA,1
DMRTA1,PRRG1,1
DMRTA1,SCIN,1
DMRTA1,SETD2,1
DMRTA1,SF3B4,1
DMRTA1,SLC25A27,1
DMRTA1,SMYD5,1
DMRTA1,TTN,1
DMRTA1,UHRF1BP1,1
DMRTA1,XIAP,1
FARP2,GCK,1
FARP2,GOLM1,1
FARP2,GREB1L,1
FARP2,HAUS1,1
FARP2,ISL1,1
FARP2,KARS,1
FARP2,LTBP3,1
FARP2,MEIS2,1
FARP2,MGA,1
FARP2,MPHOSPH8,1
FARP2,MRC1L1,1
FARP2,MYO18A,1
FARP2,NF1,1
FARP2,PIK3CA,1
FARP2,PRRG1,1
FARP2,SCIN,1
FARP2,SETD2,1
FARP2,SF3B4,1
FARP2,SLC25A27,1
FARP2,SMYD5,1
FARP2,TP53,1
FARP2,TTN,1
FARP2,UHRF1BP1,1
FARP2,XIAP,1
GCK,GOLM1,1
GCK,GREB1L,1
GCK,HAUS1,1
GCK,ISL1,1
GCK,KARS,1
GCK,LTBP3,1
GCK,MEIS2,1
GCK,MGA,1
GCK,MPHOSPH8,1
GCK,MRC1L1,1
GCK,MYO18A,1
GCK,NF1,1
GCK,PIK3CA,1
GCK,PRRG1,1
GCK,SCIN,1
GCK,SETD2,1
GCK,SF3B4,1
GCK,SLC25A27,1
GCK,SMYD5,1
GCK,TTN,1
GCK,UHRF1BP1,1
GCK,XIAP,1
GOLM1,GREB1L,1
GOLM1,HAUS1,1
GOLM1,ISL1,1
GOLM1,KARS,1
GOLM1,LTBP3,1
GOLM1,MEIS2,1
GOLM1,MGA,1
GOLM1,MPHOSPH8,1
GOLM1,MRC1L1,1
GOLM1,MYO18A,1
GOLM1,NF1,1
GOLM1,PRRG1,1
GOLM1,SCIN,1
GOLM1,SETD2,1
GOLM1,SF3B4,1
GOLM1,SLC25A27,1
GOLM1,SMYD5,1
GOLM1,TP53,1
GOLM1,TTN,1
GOLM1,UHRF1BP1,1
GOLM1,XIAP,1
GREB1L,HAUS1,1
GREB1L,ISL1,1
GREB1L,KARS,1
GREB1L,LTBP3,1
GREB1L,MEIS2,1
GREB1L,MGA,1
GREB1L,MPHOSPH8,1
GREB1L,MRC1L1,1
GREB1L,MYO18A,1
GREB1L,NF1,1
GREB1L,PIK3CA,1
GREB1L,PRRG1,1
GREB1L,SCIN,1
GREB1L,SETD2,1
GREB1L,SF3B4,1
GREB1L,SLC25A27,1
GREB1L,SMYD5,1
GREB1L,TTN,1
GREB1L,UHRF1BP1,1
GREB1L,XIAP,1
HAUS1,ISL1,1
HAUS1,KARS,1
HAUS1,LTBP3,1
HAUS1,MEIS2,1
HAUS1,MGA,1
HAUS1,MPHOSPH8,1
HAUS1,MRC1L1,1
HAUS1,MYO18A,1
HAUS1,NF1,1
HAUS1,PIK3CA,1
HAUS1,PRRG1,1
HAUS1,SCIN,1
HAUS1,SETD2,1
HAUS1,SF3B4,1
HAUS1,SLC25A27,1
HAUS1,SMYD5,1
HAUS1,TP53,1
HAUS1,TTN,1
HAUS1,UHRF1BP1,1
HAUS1,XIAP,1
ISL1,KARS,1
ISL1,LTBP3,1
ISL1,MEIS2,1
ISL1,MGA,1
ISL1,MPHOSPH8,1
ISL1,MRC1L1,1
ISL1,MYO18A,1
ISL1,NF1,1
ISL1,PRRG1,1
ISL1,SCIN,1
ISL1,SETD2,1
ISL1,SF3B4,1
ISL1,SLC25A27,1
ISL1,SMYD5,1
ISL1,TTN,1
ISL1,UHRF1BP1,1
ISL1,XIAP,1
KARS,LTBP3,1
KARS,MEIS2,1
KARS,MGA,1
KARS,MPHOSPH8,1
KARS,MRC1L1,1
KARS,MYO18A,1
KARS,NF1,1
KARS,PIK3CA,1
KARS,PRRG1,1
KARS,SCIN,1
KARS,SETD2,1
KARS,SF3B4,1
KARS,SLC25A27,1
KARS,SMYD5,1
KARS,TP53,1
KARS,TTN,1
KARS,UHRF1BP1,1
KARS,XIAP,1
LTBP3,MEIS2,1
LTBP3,MGA,1
LTBP3,MPHOSPH8,1
LTBP3,MRC1L1,1
LTBP3,MYO18A,1
LTBP3,NF1,1
LTBP3,PIK3CA,1
LTBP3,PRRG1,1
LTBP3,SCIN,1
LTBP3,SETD2,1
LTBP3,SF3B4,1
LTBP3,SLC25A27,1
LTBP3,SMYD5,1
LTBP3,UHRF1BP1,1
LTBP3,XIAP,1
MEIS2,MGA,1
MEIS2,MPHOSPH8,1
MEIS2,MRC1L1,1
MEIS2,MYO18A,1
MEIS2,NF1,1
MEIS2,PIK3CA,1
MEIS2,PRRG1,1
MEIS2,SCIN,1
MEIS2,SETD2,1
MEIS2,SF3B4,1
MEIS2,SLC25A27,1
MEIS2,SMYD5,1
MEIS2,TP53,1
MEIS2,TTN,1
MEIS2,UHRF1BP1,1
MEIS2,XIAP,1
MGA,MPHOSPH8,1
MGA,MRC1L1,1
MGA,MYO18A,1
MGA,NF1,1
MGA,PIK3CA,1
MGA,PRRG1,1
MGA,SCIN,1
MGA,SETD2,1
MGA,SF3B4,1
MGA,SLC25A27,1
MGA,SMYD5,1
MGA,TP53,1
MGA,TTN,1
MGA,UHRF1BP1,1
MGA,XIAP,1
MPHOSPH8,MRC1L1,1
MPHOSPH8,MYO18A,1
MPHOSPH8,NF1,1
MPHOSPH8,PIK3CA,1
MPHOSPH8,PRRG1,1
MPHOSPH8,SCIN,1
MPHOSPH8,SETD2,1
MPHOSPH8,SF3B4,1
MPHOSPH8,SLC25A27,1
MPHOSPH8,SMYD5,1
MPHOSPH8,TP53,1
MPHOSPH8,TTN,1
MPHOSPH8,UHRF1BP1,1
MPHOSPH8,XIAP,1
MRC1L1,MYO18A,1
MRC1L1,NF1,1
MRC1L1,PIK3CA,1
MRC1L1,PRRG1,1
MRC1L1,SCIN,1
MRC1L1,SETD2,1
MRC1L1,SF3B4,1
MRC1L1,SLC25A27,1
MRC1L1,SMYD5,1
MRC1L1,TP53,1
MRC1L1,TTN,1
MRC1L1,UHRF1BP1,1
MRC1L1,XIAP,1
MYO18A,PRRG1,1
MYO18A,SCIN,1
MYO18A,SETD2,1
MYO18A,SF3B4,1
MYO18A,SLC25A27,1
MYO18A,SMYD5,1
MYO18A,UHRF1BP1,1
MYO18A,XIAP,1
NF1,PRRG1,1
NF1,SCIN,1
NF1,SETD2,1
NF1,SF3B4,1
NF1,SLC25A27,1
NF1,SMYD5,1
NF1,XIAP,1
PIK3CA,PRRG1,1
PIK3CA,SCIN,1
PIK3CA,SETD2,1
PIK3CA,SF3B4,1
PIK3CA,SLC25A27,1
PIK3CA,SMYD5,1
PIK3CA,XIAP,1
PRRG1,SCIN,1
PRRG1,SETD2,1
PRRG1,SF3B4,1
PRRG1,SLC25A27,1
PRRG1,SMYD5,1
PRRG1,TP53,1
PRRG1,TTN,1
PRRG1,UHRF1BP1,1
PRRG1,XIAP,1
SCIN,SETD2,1
SCIN,SF3B4,1
SCIN,SLC25A27,1
SCIN,SMYD5,1
SCIN,TP53,1
SCIN,TTN,1
SCIN,UHRF1BP1,1
SCIN,XIAP,1
SETD2,SF3B4,1
SETD2,SLC25A27,1
SETD2,SMYD5,1
SETD2,UHRF1BP1,1
SETD2,XIAP,1
SF3B4,SLC25A27,1
SF3B4,SMYD5,1
SF3B4,TP53,1
SF3B4,TTN,1
SF3B4,UHRF1BP1,1
SF3B4,XIAP,1
SLC25A27,SMYD5,1
SLC25A27,TTN,1
SLC25A27,UHRF1BP1,1
SLC25A27,XIAP,1
SMYD5,TP53,1
SMYD5,TTN,1
SMYD5,UHRF1BP1,1
SMYD5,XIAP,1
TP53,XIAP,1
TTN,XIAP,1
UHRF1BP1,XIAP,1
AC093677.1,ACACB,1
AC093677.1,AIM1,1
AC093677.1,AL354898.1,1
AC093677.1,APEX2,1
AC093677.1,APOB,1
AC093677.1,ARHGAP32,1
AC093677.1,ARID4A,1
AC093677.1,ATP11A,1
AC093677.1,CA10,1
AC093677.1,CCDC19,1
AC093677.1,CDH4,1
AC093677.1,CHTF18,1
AC093677.1,CHUK,1
AC093677.1,CNTN2,1
AC093677.1,CXorf38,1
AC093677.1,CXorf67,1
AC093677.1,DMKN,1
AC093677.1,DNAI1,1
AC093677.1,ECT2L,1
AC093677.1,ESYT2,1
AC093677.1,FRY,1
AC093677.1,GCGR,1
AC093677.1,GMPPB,1
AC093677.1,ITGB4,1
AC093677.1,ITPR2,1
AC093677.1,KDM5B,1
AC093677.1,KRTAP4-8,1
AC093677.1,LEFTY2,1
AC093677.1,LGR6,1
AC093677.1,LHX2,1
AC093677.1,MAN2C1,1
AC093677.1,NKAIN2,1
AC093677.1,NLN,1
AC093677.1,NPR3,1
AC093677.1,OBSCN,1
AC093677.1,OR52A5,1
AC093677.1,OSBPL5,1
AC093677.1,OTOGL,1
AC093677.1,PEX14,1
AC093677.1,PLAGL1,1
AC093677.1,RAB3GAP2,1
AC093677.1,ROCK2,1
AC093677.1,S1PR2,1
AC093677.1,SIRPB1,1
AC093677.1,SLC4A5,1
AC093677.1,SNX25,1
AC093677.1,STK38L,1
AC093677.1,SYCP2L,1
AC093677.1,TCFL5,1
AC093677.1,TRAJ14,1
AC093677.1,TRPM7,1
AC093677.1,TXN2,1
AC093677.1,USP26,1
AC093677.1,VIL1,1
AC093677.1,ZNF835,1
ACACB,AIM1,1
ACACB,AL354898.1,1
ACACB,APEX2,1
ACACB,APOB,1
ACACB,ARHGAP32,1
ACACB,ARID4A,1
ACACB,ATP11A,1
ACACB,CA10,1
ACACB,CCDC19,1
ACACB,CHTF18,1
ACACB,CHUK,1
ACACB,CNTN2,1
ACACB,CXorf38,1
ACACB,CXorf67,1
ACACB,DMKN,1
ACACB,DNAI1,1
ACACB,ESYT2,1
ACACB,FRY,1
ACACB,GCGR,1
ACACB,GMPPB,1
ACACB,ITGB4,1
ACACB,ITPR2,1
ACACB,KDM5B,1
ACACB,KRTAP4-8,1
ACACB,LEFTY2,1
ACACB,LGR6,1
ACACB,LHX2,1
ACACB,MAN2C1,1
ACACB,NKAIN2,1
ACACB,NLN,1
ACACB,NPR3,1
ACACB,OBSCN,1
ACACB,OR52A5,1
ACACB,OSBPL5,1
ACACB,OTOGL,1
ACACB,PEX14,1
ACACB,PLAGL1,1
ACACB,RAB3GAP2,1
ACACB,ROCK2,1
ACACB,S1PR2,1
ACACB,SIRPB1,1
ACACB,SLC4A5,1
ACACB,SNX25,1
ACACB,STK38L,1
ACACB,SYCP2L,1
ACACB,TCFL5,1
ACACB,TRAJ14,1
ACACB,TRPM7,1
ACACB,TXN2,1
ACACB,USP26,1
ACACB,VIL1,1
ACACB,ZNF835,1
AIM1,AL354898.1,1
AIM1,APEX2,1
AIM1,APOB,1
AIM1,ARHGAP32,1
AIM1,ARID4A,1
AIM1,ATP11A,1
AIM1,CA10,1
AIM1,CCDC19,1
AIM1,CDH4,1
AIM1,CHTF18,1
AIM1,CHUK,1
AIM1,CNTN2,1
AIM1,CXorf38,1
AIM1,CXorf67,1
AIM1,DMKN,1
AIM1,DNAI1,1
AIM1,ECT2L,1
AIM1,ESYT2,1
AIM1,FRY,1
AIM1,GCGR,1
AIM1,GMPPB,1
AIM1,ITGB4,1
AIM1,ITPR2,1
AIM1,KDM5B,1
AIM1,KRTAP4-8,1
AIM1,LEFTY2,1
AIM1,LGR6,1
AIM1,LHX2,1
AIM1,MAN2C1,1
AIM1,NKAIN2,1
AIM1,NLN,1
AIM1,NPR3,1
AIM1,OBSCN,1
AIM1,OR52A5,1
AIM1,OSBPL5,1
AIM1,OTOGL,1
AIM1,PEX14,1
AIM1,PLAGL1,1
AIM1,RAB3GAP2,1
AIM1,ROCK2,1
AIM1,S1PR2,1
AIM1,SIRPB1,1
AIM1,SLC4A5,1
AIM1,SNX25,1
AIM1,STK38L,1
AIM1,SYCP2L,1
AIM1,TCFL5,1
AIM1,TRAJ14,1
AIM1,TRPM7,1
AIM1,TXN2,1
AIM1,USP26,1
AIM1,VIL1,1
AIM1,ZNF835,1
AL354898.1,APEX2,1
AL354898.1,APOB,1
AL354898.1,ARHGAP32,1
AL354898.1,ARID4A,1
AL354898.1,ATP11A,1
AL354898.1,CA10,1
AL354898.1,CCDC19,1
AL354898.1,CDH4,1
AL354898.1,CHTF18,1
AL354898.1,CHUK,1
AL354898.1,CNTN2,1
AL354898.1,CXorf38,1
AL354898.1,CXorf67,1
AL354898.1,DMKN,1
AL354898.1,DNAI1,1
AL354898.1,ECT2L,1
AL354898.1,ESYT2,1
AL354898.1,FRY,1
AL354898.1,GCGR,1
AL354898.1,GMPPB,1
AL354898.1,ITGB4,1
AL354898.1,ITPR2,1
AL354898.1,KDM5B,1
AL354898.1,KRTAP4-8,1
AL354898.1,LEFTY2,1
AL354898.1,LGR6,1
AL354898.1,LHX2,1
AL354898.1,MAN2C1,1
AL354898.1,NKAIN2,1
AL354898.1,NLN,1
AL354898.1,NPR3,1
AL354898.1,OBSCN,1
AL354898.1,OR52A5,1
AL354898.1,OSBPL5,1
AL354898.1,OTOGL,1
AL354898.1,PEX14,1
AL354898.1,PLAGL1,1
AL354898.1,RAB3GAP2,1
AL354898.1,ROCK2,1
AL354898.1,S1PR2,1
AL354898.1,SIRPB1,1
AL354898.1,SLC4A5,1
AL354898.1,SNX25,1
AL354898.1,STK38L,1
AL354898.1,SYCP2L,1
AL354898.1,TCFL5,1
AL354898.1,TRAJ14,1
AL354898.1,TRPM7,1
AL354898.1,TXN2,1
AL354898.1,USP26,1
AL354898.1,VIL1,1
AL354898.1,ZNF835,1
APEX2,APOB,1
APEX2,ARHGAP32,1
APEX2,ARID4A,1
APEX2,ATP11A,1
APEX2,CA10,1
APEX2,CCDC19,1
APEX2,CDH4,1
APEX2,CHTF18,1
APEX2,CHUK,1
APEX2,CNTN2,1
APEX2,CXorf38,1
APEX2,CXorf67,1
APEX2,DMKN,1
APEX2,DNAI1,1
APEX2,ECT2L,1
APEX2,ESYT2,1
APEX2,FRY,1
APEX2,GCGR,1
APEX2,GMPPB,1
APEX2,ITGB4,1
APEX2,ITPR2,1
APEX2,KDM5B,1
APEX2,KRTAP4-8,1
APEX2,LEFTY2,1
APEX2,LGR6,1
APEX2,LHX2,1
APEX2,MAN2C1,1
APEX2,NKAIN2,1
APEX2,NLN,1
APEX2,NPR3,1
APEX2,OBSCN,1
APEX2,OR52A5,1
APEX2,OSBPL5,1
APEX2,OTOGL,1
APEX2,PEX14,1
APEX2,PLAGL1,1
APEX2,RAB3GAP2,1
APEX2,ROCK2,1
APEX2,S1PR2,1
APEX2,SIRPB1,1
APEX2,SLC4A5,1
APEX2,SNX25,1
APEX2,STK38L,1
APEX2,SYCP2L,1
APEX2,TCFL5,1
APEX2,TRAJ14,1
APEX2,TRPM7,1
APEX2,TXN2,1
APEX2,USP26,1
APEX2,VIL1,1
APEX2,ZNF835,1
APOB,ARHGAP32,1
APOB,ARID4A,1
APOB,ATP11A,1
APOB,CA10,1
APOB,CCDC19,1
APOB,CDH4,1
APOB,CHTF18,1
APOB,CHUK,1
APOB,CNTN2,1
APOB,CXorf38,1
APOB,CXorf67,1
APOB,DMKN,1
APOB,DNAI1,1
APOB,ECT2L,1
APOB,ESYT2,1
APOB,FRY,1
APOB,GCGR,1
APOB,GMPPB,1
APOB,ITGB4,1
APOB,ITPR2,1
APOB,KDM5B,1
APOB,KRTAP4-8,1
APOB,LEFTY2,1
APOB,LGR6,1
APOB,LHX2,1
APOB,MAN2C1,1
APOB,NKAIN2,1
APOB,NLN,1
APOB,NPR3,1
APOB,OBSCN,1
APOB,OR52A5,1
APOB,OSBPL5,1
APOB,PEX14,1
APOB,PLAGL1,1
