,,0
PASK,SWSAP1,1
PASK,TACR3,1
PASK,TNS3,1
PASK,TOPORS,1
PASK,TP53,1
PASK,UBLCP1,1
PASK,ULK3,1
PASK,WDR75,1
PASK,ZAP70,1
PASK,ZFYVE16,1
PASK,ZNF462,1
PASK,ZNF710,1
PI4KB,PLEKHG1,1
PI4KB,POGZ,1
PI4KB,PPM1E,1
PI4KB,PRR14L,1
PI4KB,PTPRB,1
PI4KB,RAP1GAP2,1
PI4KB,RBM26,1
PI4KB,RELN,1
PI4KB,RPAP1,1
PI4KB,SAMD9,1
PI4KB,SCN7A,1
PI4KB,SGCE,1
PI4KB,SLC25A28,1
PI4KB,SLC44A5,1
PI4KB,SPTB,1
PI4KB,SRPK3,1
PI4KB,STK4,1
PI4KB,SWSAP1,1
PI4KB,TACR3,1
PI4KB,TNS3,1
PI4KB,TOPORS,1
PI4KB,TP53,1
PI4KB,UBLCP1,1
PI4KB,ULK3,1
PI4KB,WDR75,1
PI4KB,ZAP70,1
PI4KB,ZFYVE16,1
PI4KB,ZNF462,1
PI4KB,ZNF710,1
PLEKHG1,POGZ,1
PLEKHG1,PPM1E,1
PLEKHG1,PRR14L,1
PLEKHG1,PTPRB,1
PLEKHG1,RAP1GAP2,1
PLEKHG1,RBM26,1
PLEKHG1,RELN,1
PLEKHG1,RPAP1,1
PLEKHG1,SAMD9,1
PLEKHG1,SCN7A,1
PLEKHG1,SGCE,1
PLEKHG1,SLC25A28,1
PLEKHG1,SLC44A5,1
PLEKHG1,SPTB,1
PLEKHG1,SRPK3,1
PLEKHG1,STK4,1
PLEKHG1,SWSAP1,1
PLEKHG1,TACR3,1
PLEKHG1,TNS3,1
PLEKHG1,TOPORS,1
PLEKHG1,UBLCP1,1
PLEKHG1,ULK3,1
PLEKHG1,WDR75,1
PLEKHG1,ZAP70,1
PLEKHG1,ZFYVE16,1
PLEKHG1,ZNF462,1
PLEKHG1,ZNF710,1
POGZ,PPM1E,1
POGZ,PRR14L,1
POGZ,PTPRB,1
POGZ,RAP1GAP2,1
POGZ,RBM26,1
POGZ,RELN,1
POGZ,RPAP1,1
POGZ,SAMD9,1
POGZ,SCN7A,1
POGZ,SGCE,1
POGZ,SLC25A28,1
POGZ,SLC44A5,1
POGZ,SPTB,1
POGZ,SRPK3,1
POGZ,STK4,1
POGZ,SWSAP1,1
POGZ,TACR3,1
POGZ,TNS3,1
POGZ,TOPORS,1
POGZ,TP53,1
POGZ,UBLCP1,1
POGZ,ULK3,1
POGZ,WDR75,1
POGZ,ZAP70,1
POGZ,ZFYVE16,1
POGZ,ZNF462,1
POGZ,ZNF710,1
PPM1E,PRR14L,1
PPM1E,PTPRB,1
PPM1E,RAP1GAP2,1
PPM1E,RBM26,1
PPM1E,RELN,1
PPM1E,RPAP1,1
PPM1E,SAMD9,1
PPM1E,SCN7A,1
PPM1E,SGCE,1
PPM1E,SLC25A28,1
PPM1E,SLC44A5,1
PPM1E,SPTB,1
PPM1E,SRPK3,1
PPM1E,STK4,1
PPM1E,SWSAP1,1
PPM1E,TACR3,1
PPM1E,TNS3,1
PPM1E,TOPORS,1
PPM1E,TP53,1
PPM1E,UBLCP1,1
PPM1E,ULK3,1
PPM1E,WDR75,1
PPM1E,ZAP70,1
PPM1E,ZFYVE16,1
PPM1E,ZNF462,1
PPM1E,ZNF710,1
PRR14L,PTPRB,1
PRR14L,RAP1GAP2,1
PRR14L,RBM26,1
PRR14L,RELN,1
PRR14L,RPAP1,1
PRR14L,SAMD9,1
PRR14L,SCN7A,1
PRR14L,SGCE,1
PRR14L,SLC25A28,1
PRR14L,SLC44A5,1
PRR14L,SPTB,1
PRR14L,SRPK3,1
PRR14L,STK4,1
PRR14L,SWSAP1,1
PRR14L,TACR3,1
PRR14L,TNS3,1
PRR14L,TOPORS,1
PRR14L,UBLCP1,1
PRR14L,ULK3,1
PRR14L,WDR75,1
PRR14L,ZAP70,1
PRR14L,ZFYVE16,1
PRR14L,ZNF462,1
PRR14L,ZNF710,1
PTPRB,RAP1GAP2,1
PTPRB,RBM26,1
PTPRB,RELN,1
PTPRB,RPAP1,1
PTPRB,SAMD9,1
PTPRB,SCN7A,1
PTPRB,SGCE,1
PTPRB,SLC25A28,1
PTPRB,SLC44A5,1
PTPRB,SPTB,1
PTPRB,SRPK3,1
PTPRB,STK4,1
PTPRB,SWSAP1,1
PTPRB,TACR3,1
PTPRB,TNS3,1
PTPRB,TOPORS,1
PTPRB,TP53,1
PTPRB,UBLCP1,1
PTPRB,ULK3,1
PTPRB,WDR75,1
PTPRB,ZAP70,1
PTPRB,ZFYVE16,1
PTPRB,ZNF462,1
PTPRB,ZNF710,1
RAP1GAP2,RBM26,1
RAP1GAP2,RELN,1
RAP1GAP2,RPAP1,1
RAP1GAP2,SAMD9,1
RAP1GAP2,SCN7A,1
RAP1GAP2,SGCE,1
RAP1GAP2,SLC25A28,1
RAP1GAP2,SLC44A5,1
RAP1GAP2,SPTB,1
RAP1GAP2,SRPK3,1
RAP1GAP2,STK4,1
RAP1GAP2,SWSAP1,1
RAP1GAP2,TACR3,1
RAP1GAP2,TNS3,1
RAP1GAP2,TOPORS,1
RAP1GAP2,UBLCP1,1
RAP1GAP2,ULK3,1
RAP1GAP2,WDR75,1
RAP1GAP2,ZAP70,1
RAP1GAP2,ZFYVE16,1
RAP1GAP2,ZNF462,1
RAP1GAP2,ZNF710,1
RBM26,RELN,1
RBM26,RPAP1,1
RBM26,SAMD9,1
RBM26,SCN7A,1
RBM26,SGCE,1
RBM26,SLC25A28,1
RBM26,SLC44A5,1
RBM26,SPTB,1
RBM26,SRPK3,1
RBM26,STK4,1
RBM26,SWSAP1,1
RBM26,TACR3,1
RBM26,TNS3,1
RBM26,TOPORS,1
RBM26,TP53,1
RBM26,UBLCP1,1
RBM26,ULK3,1
RBM26,WDR75,1
RBM26,ZAP70,1
RBM26,ZFYVE16,1
RBM26,ZNF462,1
RBM26,ZNF710,1
RELN,RPAP1,1
RELN,SAMD9,1
RELN,SCN7A,1
RELN,SGCE,1
RELN,SLC25A28,1
RELN,SLC44A5,1
RELN,SPTB,1
RELN,SRPK3,1
RELN,STK4,1
RELN,SWSAP1,1
RELN,TACR3,1
RELN,TNS3,1
RELN,TOPORS,1
RELN,UBLCP1,1
RELN,ULK3,1
RELN,WDR75,1
RELN,ZAP70,1
RELN,ZFYVE16,1
RELN,ZNF462,1
RELN,ZNF710,1
RPAP1,SAMD9,1
RPAP1,SCN7A,1
RPAP1,SGCE,1
RPAP1,SLC25A28,1
RPAP1,SLC44A5,1
RPAP1,SPTB,1
RPAP1,SRPK3,1
RPAP1,STK4,1
RPAP1,SWSAP1,1
RPAP1,TACR3,1
RPAP1,TNS3,1
RPAP1,TOPORS,1
RPAP1,TP53,1
RPAP1,UBLCP1,1
RPAP1,ULK3,1
RPAP1,WDR75,1
RPAP1,ZAP70,1
RPAP1,ZFYVE16,1
RPAP1,ZNF462,1
RPAP1,ZNF710,1
SAMD9,SCN7A,1
SAMD9,SGCE,1
SAMD9,SLC25A28,1
SAMD9,SLC44A5,1
SAMD9,SPTB,1
SAMD9,SRPK3,1
SAMD9,STK4,1
SAMD9,SWSAP1,1
SAMD9,TACR3,1
SAMD9,TNS3,1
SAMD9,TOPORS,1
SAMD9,TP53,1
SAMD9,UBLCP1,1
SAMD9,ULK3,1
SAMD9,WDR75,1
SAMD9,ZAP70,1
SAMD9,ZFYVE16,1
SAMD9,ZNF462,1
SAMD9,ZNF710,1
SCN7A,SGCE,1
SCN7A,SLC25A28,1
SCN7A,SLC44A5,1
SCN7A,SPTB,1
SCN7A,SRPK3,1
SCN7A,STK4,1
SCN7A,SWSAP1,1
SCN7A,TACR3,1
SCN7A,TNS3,1
SCN7A,TOPORS,1
SCN7A,UBLCP1,1
SCN7A,ULK3,1
SCN7A,WDR75,1
SCN7A,ZAP70,1
SCN7A,ZFYVE16,1
SCN7A,ZNF462,1
SCN7A,ZNF710,1
SGCE,SLC25A28,1
SGCE,SLC44A5,1
SGCE,SPTB,1
SGCE,SRPK3,1
SGCE,STK4,1
SGCE,SWSAP1,1
SGCE,TACR3,1
SGCE,TNS3,1
SGCE,TOPORS,1
SGCE,TP53,1
SGCE,UBLCP1,1
SGCE,ULK3,1
SGCE,WDR75,1
SGCE,ZAP70,1
SGCE,ZFYVE16,1
SGCE,ZNF462,1
SGCE,ZNF710,1
SLC25A28,SLC44A5,1
SLC25A28,SPTB,1
SLC25A28,SRPK3,1
SLC25A28,STK4,1
SLC25A28,SWSAP1,1
SLC25A28,TACR3,1
SLC25A28,TNS3,1
SLC25A28,TOPORS,1
SLC25A28,TP53,1
SLC25A28,UBLCP1,1
SLC25A28,ULK3,1
SLC25A28,WDR75,1
SLC25A28,ZAP70,1
SLC25A28,ZFYVE16,1
SLC25A28,ZNF462,1
SLC25A28,ZNF710,1
SLC44A5,SPTB,1
SLC44A5,SRPK3,1
SLC44A5,STK4,1
SLC44A5,SWSAP1,1
SLC44A5,TACR3,1
SLC44A5,TNS3,1
SLC44A5,TOPORS,1
SLC44A5,TP53,1
SLC44A5,UBLCP1,1
SLC44A5,ULK3,1
SLC44A5,WDR75,1
SLC44A5,ZAP70,1
SLC44A5,ZFYVE16,1
SLC44A5,ZNF462,1
SLC44A5,ZNF710,1
SPTB,SRPK3,1
SPTB,STK4,1
SPTB,SWSAP1,1
SPTB,TACR3,1
SPTB,TNS3,1
SPTB,TOPORS,1
SPTB,UBLCP1,1
SPTB,ULK3,1
SPTB,WDR75,1
SPTB,ZAP70,1
SPTB,ZFYVE16,1
SPTB,ZNF462,1
SPTB,ZNF710,1
SRPK3,STK4,1
SRPK3,SWSAP1,1
SRPK3,TACR3,1
SRPK3,TNS3,1
SRPK3,TOPORS,1
SRPK3,TP53,1
SRPK3,UBLCP1,1
SRPK3,ULK3,1
SRPK3,WDR75,1
SRPK3,ZAP70,1
SRPK3,ZFYVE16,1
SRPK3,ZNF462,1
SRPK3,ZNF710,1
STK4,SWSAP1,1
STK4,TACR3,1
STK4,TNS3,1
STK4,TOPORS,1
STK4,TP53,1
STK4,UBLCP1,1
STK4,ULK3,1
STK4,WDR75,1
STK4,ZAP70,1
STK4,ZFYVE16,1
STK4,ZNF462,1
STK4,ZNF710,1
SWSAP1,TACR3,1
SWSAP1,TNS3,1
SWSAP1,TOPORS,1
SWSAP1,TP53,1
SWSAP1,UBLCP1,1
SWSAP1,ULK3,1
SWSAP1,WDR75,1
SWSAP1,ZAP70,1
SWSAP1,ZFYVE16,1
SWSAP1,ZNF462,1
SWSAP1,ZNF710,1
TACR3,TNS3,1
TACR3,TOPORS,1
TACR3,UBLCP1,1
TACR3,ULK3,1
TACR3,WDR75,1
TACR3,ZAP70,1
TACR3,ZFYVE16,1
TACR3,ZNF462,1
TACR3,ZNF710,1
TNS3,TOPORS,1
TNS3,TP53,1
TNS3,UBLCP1,1
TNS3,ULK3,1
TNS3,WDR75,1
TNS3,ZAP70,1
TNS3,ZFYVE16,1
TNS3,ZNF462,1
TNS3,ZNF710,1
TOPORS,TP53,1
TOPORS,UBLCP1,1
TOPORS,ULK3,1
TOPORS,WDR75,1
TOPORS,ZAP70,1
TOPORS,ZFYVE16,1
TOPORS,ZNF462,1
TOPORS,ZNF710,1
TP53,UBLCP1,1
TP53,ULK3,1
TP53,WDR75,1
TP53,ZAP70,1
CAMSAP2,UHRF1BP1,1
TP53,ZNF462,1
TP53,ZNF710,1
UBLCP1,ULK3,1
UBLCP1,WDR75,1
UBLCP1,ZAP70,1
UBLCP1,ZFYVE16,1
UBLCP1,ZNF462,1
UBLCP1,ZNF710,1
ULK3,WDR75,1
ULK3,ZAP70,1
ULK3,ZFYVE16,1
ULK3,ZNF462,1
ULK3,ZNF710,1
WDR75,ZAP70,1
WDR75,ZFYVE16,1
WDR75,ZNF462,1
WDR75,ZNF710,1
ZAP70,ZFYVE16,1
ZAP70,ZNF462,1
ZAP70,ZNF710,1
ZFYVE16,ZNF462,1
ZFYVE16,ZNF710,1
ZNF462,ZNF710,1
CCNB3,CETP,1
CCNB3,CTF1,1
CCNB3,EPHA6,1
CCNB3,FBXL20,1
CCNB3,OR2T33,1
CCNB3,PKHD1L1,1
CCNB3,PTEN,1
CCNB3,UNCX,1
CETP,CTF1,1
CETP,EPHA6,1
CETP,FBXL20,1
CETP,OR2T33,1
CETP,PKHD1L1,1
CETP,PTEN,1
CETP,UNCX,1
CTF1,EPHA6,1
CTF1,FBXL20,1
CTF1,OR2T33,1
CTF1,PKHD1L1,1
CTF1,PTEN,1
CTF1,UNCX,1
EPHA6,FBXL20,1
EPHA6,OR2T33,1
EPHA6,PTEN,1
EPHA6,UNCX,1
FBXL20,OR2T33,1
FBXL20,PKHD1L1,1
FBXL20,PTEN,1
FBXL20,UNCX,1
OR2T33,PKHD1L1,1
OR2T33,PTEN,1
OR2T33,UNCX,1
PKHD1L1,PTEN,1
PKHD1L1,UNCX,1
PTEN,UNCX,1
ABCB6,C1S,1
ABCB6,C8orf86,1
ABCB6,CILP,1
ABCB6,COL1A1,1
ABCB6,COL6A5,1
ABCB6,CPAMD8,1
ABCB6,DNAJC7,1
ABCB6,DSG1,1
ABCB6,ELF4,1
ABCB6,EPB41L4B,1
ABCB6,FLG2,1
ABCB6,FLNC,1
ABCB6,GAPT,1
ABCB6,GGPS1,1
ABCB6,GLIS3,1
ABCB6,HCN1,1
ABCB6,HTR7,1
ABCB6,ING2,1
ABCB6,INPPL1,1
ABCB6,IRS2,1
ABCB6,KCNN4,1
ABCB6,KRTAP29-1,1
ABCB6,LIPJ,1
ABCB6,LRIG3,1
ABCB6,MACF1,1
ABCB6,METTL15,1
ABCB6,MYBL2,1
ABCB6,NCAN,1
ABCB6,OBSCN,1
ABCB6,OR2W1,1
ABCB6,PARP9,1
ABCB6,PPP1CB,1
ABCB6,PPP1R10,1
ABCB6,PRAMEF2,1
ABCB6,PREX2,1
ABCB6,RASA1,1
ABCB6,REN,1
ABCB6,RGS22,1
ABCB6,RPRD1B,1
ABCB6,SAMD9L,1
ABCB6,SCYL2,1
ABCB6,SLC25A27,1
ABCB6,SLFN12,1
ABCB6,SOGA1,1
ABCB6,TARBP1,1
ABCB6,TCHHL1,1
ABCB6,TMEM132C,1
ABCB6,TNR,1
ABCB6,TP53,1
ABCB6,TRRAP,1
ABCB6,WDR62,1
ABCB6,ZNF846,1
ABCB6,ZSCAN25,1
C1S,C8orf86,1
C1S,CILP,1
C1S,COL1A1,1
C1S,COL6A5,1
C1S,CPAMD8,1
C1S,DNAJC7,1
C1S,DSG1,1
C1S,ELF4,1
C1S,EPB41L4B,1
C1S,FLG2,1
C1S,FLNC,1
C1S,GAPT,1
C1S,GGPS1,1
C1S,GLIS3,1
C1S,HCN1,1
C1S,HTR7,1
C1S,ING2,1
C1S,INPPL1,1
C1S,IRS2,1
C1S,KCNN4,1
C1S,KRTAP29-1,1
C1S,LIPJ,1
C1S,LRIG3,1
C1S,MACF1,1
C1S,METTL15,1
C1S,MYBL2,1
C1S,NCAN,1
C1S,OBSCN,1
C1S,OR2W1,1
C1S,PARP9,1
C1S,PPP1CB,1
C1S,PPP1R10,1
C1S,PRAMEF2,1
C1S,PREX2,1
C1S,RASA1,1
C1S,REN,1
C1S,RGS22,1
C1S,SAMD9L,1
C1S,SCYL2,1
C1S,SLC25A27,1
C1S,SLFN12,1
C1S,SOGA1,1
C1S,TARBP1,1
C1S,TCHHL1,1
C1S,TMEM132C,1
C1S,TNR,1
C1S,TP53,1
C1S,TRRAP,1
C1S,ZNF846,1
C1S,ZSCAN25,1
C8orf86,CILP,1
C8orf86,COL1A1,1
C8orf86,COL6A5,1
C8orf86,CPAMD8,1
C8orf86,DNAJC7,1
C8orf86,DSG1,1
C8orf86,ELF4,1
C8orf86,EPB41L4B,1
C8orf86,FLG2,1
C8orf86,FLNC,1
C8orf86,GAPT,1
C8orf86,GGPS1,1
C8orf86,GLIS3,1
C8orf86,HCN1,1
C8orf86,HTR7,1
C8orf86,ING2,1
C8orf86,INPPL1,1
C8orf86,IRS2,1
C8orf86,KCNN4,1
C8orf86,KRTAP29-1,1
C8orf86,LIPJ,1
C8orf86,LRIG3,1
C8orf86,MACF1,1
C8orf86,METTL15,1
C8orf86,MYBL2,1
C8orf86,NCAN,1
C8orf86,OBSCN,1
C8orf86,OR2W1,1
C8orf86,PARP9,1
C8orf86,PPP1CB,1
C8orf86,PPP1R10,1
C8orf86,PRAMEF2,1
C8orf86,PREX2,1
C8orf86,RASA1,1
C8orf86,REN,1
C8orf86,RGS22,1
C8orf86,RPRD1B,1
C8orf86,SAMD9L,1
C8orf86,SCYL2,1
C8orf86,SLC25A27,1
C8orf86,SLFN12,1
C8orf86,SOGA1,1
C8orf86,TARBP1,1
C8orf86,TCHHL1,1
C8orf86,TMEM132C,1
C8orf86,TNR,1
C8orf86,TP53,1
C8orf86,TRRAP,1
C8orf86,WDR62,1
C8orf86,ZNF846,1
C8orf86,ZSCAN25,1
CILP,COL1A1,1
CILP,COL6A5,1
CILP,CPAMD8,1
CILP,DNAJC7,1
CILP,DSG1,1
CILP,ELF4,1
CILP,EPB41L4B,1
CILP,FLG2,1
CILP,FLNC,1
CILP,GAPT,1
CILP,GGPS1,1
CILP,GLIS3,1
CILP,HCN1,1
CILP,HTR7,1
CILP,ING2,1
CILP,INPPL1,1
CILP,IRS2,1
CILP,KCNN4,1
CILP,KRTAP29-1,1
CILP,LIPJ,1
CILP,LRIG3,1
CILP,MACF1,1
CILP,METTL15,1
CILP,MYBL2,1
CILP,NCAN,1
CILP,OBSCN,1
CILP,OR2W1,1
CILP,PARP9,1
CILP,PPP1CB,1
CILP,PPP1R10,1
CILP,PRAMEF2,1
CILP,PREX2,1
CILP,RASA1,1
CILP,REN,1
CILP,RGS22,1
CILP,RPRD1B,1
CILP,SAMD9L,1
CILP,SCYL2,1
CILP,SLC25A27,1
CILP,SLFN12,1
CILP,SOGA1,1
CILP,TARBP1,1
CILP,TCHHL1,1
CILP,TMEM132C,1
CILP,TNR,1
CILP,TRRAP,1
CILP,WDR62,1
CILP,ZNF846,1
CILP,ZSCAN25,1
COL1A1,COL6A5,1
COL1A1,CPAMD8,1
COL1A1,DNAJC7,1
COL1A1,DSG1,1
COL1A1,ELF4,1
COL1A1,EPB41L4B,1
COL1A1,FLG2,1
COL1A1,FLNC,1
COL1A1,GAPT,1
COL1A1,GGPS1,1
COL1A1,GLIS3,1
COL1A1,HCN1,1
COL1A1,HTR7,1
COL1A1,ING2,1
COL1A1,INPPL1,1
COL1A1,IRS2,1
COL1A1,KCNN4,1
COL1A1,KRTAP29-1,1
COL1A1,LIPJ,1
COL1A1,LRIG3,1
COL1A1,MACF1,1
COL1A1,METTL15,1
COL1A1,MYBL2,1
COL1A1,NCAN,1
COL1A1,OBSCN,1
COL1A1,OR2W1,1
COL1A1,PARP9,1
COL1A1,PPP1CB,1
COL1A1,PPP1R10,1
COL1A1,PRAMEF2,1
COL1A1,PREX2,1
COL1A1,RASA1,1
COL1A1,REN,1
COL1A1,RGS22,1
COL1A1,RPRD1B,1
COL1A1,SAMD9L,1
COL1A1,SCYL2,1
COL1A1,SLC25A27,1
COL1A1,SLFN12,1
COL1A1,SOGA1,1
COL1A1,TARBP1,1
COL1A1,TCHHL1,1
COL1A1,TMEM132C,1
COL1A1,TNR,1
COL1A1,TP53,1
COL1A1,TRRAP,1
COL1A1,WDR62,1
COL1A1,ZNF846,1
COL1A1,ZSCAN25,1
COL6A5,CPAMD8,1
COL6A5,DNAJC7,1
COL6A5,DSG1,1
COL6A5,EPB41L4B,1
COL6A5,FLG2,1
COL6A5,FLNC,1
COL6A5,GAPT,1
COL6A5,GGPS1,1
COL6A5,GLIS3,1
COL6A5,HCN1,1
COL6A5,HTR7,1
COL6A5,ING2,1
COL6A5,INPPL1,1
COL6A5,IRS2,1
COL6A5,KCNN4,1
COL6A5,KRTAP29-1,1
COL6A5,LIPJ,1
COL6A5,LRIG3,1
COL6A5,MACF1,1
COL6A5,METTL15,1
COL6A5,MYBL2,1
COL6A5,NCAN,1
COL6A5,OBSCN,1
COL6A5,OR2W1,1
COL6A5,PARP9,1
COL6A5,PPP1CB,1
COL6A5,PPP1R10,1
COL6A5,PRAMEF2,1
COL6A5,PREX2,1
COL6A5,RASA1,1
COL6A5,REN,1
COL6A5,RGS22,1
COL6A5,RPRD1B,1
COL6A5,SCYL2,1
COL6A5,SLC25A27,1
COL6A5,SLFN12,1
COL6A5,TARBP1,1
COL6A5,TCHHL1,1
COL6A5,TMEM132C,1
COL6A5,TNR,1
COL6A5,TRRAP,1
COL6A5,WDR62,1
COL6A5,ZNF846,1
COL6A5,ZSCAN25,1
CPAMD8,DNAJC7,1
CPAMD8,DSG1,1
CPAMD8,ELF4,1
CPAMD8,EPB41L4B,1
CPAMD8,FLG2,1
CPAMD8,FLNC,1
CPAMD8,GAPT,1
CPAMD8,GGPS1,1
CPAMD8,GLIS3,1
CPAMD8,HCN1,1
CPAMD8,HTR7,1
CPAMD8,ING2,1
CPAMD8,INPPL1,1
CPAMD8,IRS2,1
CPAMD8,KCNN4,1
CPAMD8,KRTAP29-1,1
CPAMD8,LIPJ,1
CPAMD8,LRIG3,1
CPAMD8,MACF1,1
CPAMD8,METTL15,1
CPAMD8,MYBL2,1
CPAMD8,NCAN,1
CPAMD8,OBSCN,1
CPAMD8,OR2W1,1
CPAMD8,PARP9,1
CPAMD8,PPP1CB,1
CPAMD8,PPP1R10,1
CPAMD8,PRAMEF2,1
CPAMD8,PREX2,1
CPAMD8,RASA1,1
CPAMD8,REN,1
CPAMD8,RGS22,1
CPAMD8,RPRD1B,1
CPAMD8,SAMD9L,1
CPAMD8,SCYL2,1
CPAMD8,SLC25A27,1
CPAMD8,SLFN12,1
CPAMD8,SOGA1,1
CPAMD8,TARBP1,1
CPAMD8,TCHHL1,1
CPAMD8,TMEM132C,1
CPAMD8,TNR,1
CPAMD8,TP53,1
CPAMD8,TRRAP,1
CPAMD8,WDR62,1
CPAMD8,ZNF846,1
CPAMD8,ZSCAN25,1
DNAJC7,DSG1,1
DNAJC7,ELF4,1
DNAJC7,EPB41L4B,1
DNAJC7,FLG2,1
DNAJC7,FLNC,1
DNAJC7,GAPT,1
DNAJC7,GGPS1,1
DNAJC7,GLIS3,1
DNAJC7,HCN1,1
DNAJC7,HTR7,1
DNAJC7,ING2,1
DNAJC7,INPPL1,1
DNAJC7,IRS2,1
DNAJC7,KCNN4,1
DNAJC7,KRTAP29-1,1
DNAJC7,LIPJ,1
DNAJC7,LRIG3,1
DNAJC7,MACF1,1
DNAJC7,METTL15,1
DNAJC7,MYBL2,1
DNAJC7,NCAN,1
DNAJC7,OBSCN,1
DNAJC7,OR2W1,1
DNAJC7,PARP9,1
DNAJC7,PPP1CB,1
DNAJC7,PPP1R10,1
DNAJC7,PRAMEF2,1
DNAJC7,PREX2,1
DNAJC7,RASA1,1
DNAJC7,REN,1
DNAJC7,RGS22,1
DNAJC7,RPRD1B,1
DNAJC7,SAMD9L,1
DNAJC7,SCYL2,1
DNAJC7,SLC25A27,1
DNAJC7,SLFN12,1
DNAJC7,SOGA1,1
DNAJC7,TARBP1,1
DNAJC7,TCHHL1,1
DNAJC7,TMEM132C,1
DNAJC7,TNR,1
DNAJC7,TP53,1
DNAJC7,TRRAP,1
DNAJC7,WDR62,1
DNAJC7,ZNF846,1
DNAJC7,ZSCAN25,1
DSG1,ELF4,1
DSG1,EPB41L4B,1
DSG1,FLG2,1
DSG1,FLNC,1
DSG1,GAPT,1
DSG1,GGPS1,1
DSG1,GLIS3,1
DSG1,HCN1,1
DSG1,HTR7,1
DSG1,ING2,1
DSG1,INPPL1,1
DSG1,IRS2,1
DSG1,KCNN4,1
DSG1,KRTAP29-1,1
DSG1,LIPJ,1
DSG1,LRIG3,1
DSG1,MACF1,1
DSG1,METTL15,1
DSG1,MYBL2,1
DSG1,NCAN,1
DSG1,OBSCN,1
DSG1,OR2W1,1
DSG1,PARP9,1
DSG1,PPP1CB,1
DSG1,PPP1R10,1
DSG1,PRAMEF2,1
DSG1,PREX2,1
DSG1,RASA1,1
DSG1,REN,1
DSG1,RGS22,1
DSG1,RPRD1B,1
DSG1,SAMD9L,1
DSG1,SCYL2,1
DSG1,SLC25A27,1
DSG1,SLFN12,1
DSG1,SOGA1,1
DSG1,TARBP1,1
DSG1,TCHHL1,1
DSG1,TMEM132C,1
DSG1,TNR,1
DSG1,TP53,1
DSG1,TRRAP,1
DSG1,WDR62,1
DSG1,ZNF846,1
DSG1,ZSCAN25,1
ELF4,EPB41L4B,1
ELF4,FLG2,1
ELF4,FLNC,1
ELF4,GAPT,1
ELF4,GGPS1,1
ELF4,GLIS3,1
ELF4,HCN1,1
ELF4,HTR7,1
ELF4,ING2,1
ELF4,INPPL1,1
ELF4,IRS2,1
ELF4,KCNN4,1
ELF4,KRTAP29-1,1
ELF4,LIPJ,1
ELF4,LRIG3,1
ELF4,MACF1,1
ELF4,METTL15,1
ELF4,MYBL2,1
ELF4,NCAN,1
ELF4,OBSCN,1
ELF4,OR2W1,1
ELF4,PARP9,1
ELF4,PPP1CB,1
ELF4,PPP1R10,1
ELF4,PRAMEF2,1
ELF4,PREX2,1
ELF4,RASA1,1
ELF4,REN,1
ELF4,RGS22,1
ELF4,RPRD1B,1
ELF4,SCYL2,1
ELF4,SLC25A27,1
ELF4,SLFN12,1
ELF4,TARBP1,1
ELF4,TCHHL1,1
ELF4,TMEM132C,1
ELF4,TNR,1
ELF4,TRRAP,1
ELF4,WDR62,1
ELF4,ZNF846,1
ELF4,ZSCAN25,1
EPB41L4B,FLG2,1
EPB41L4B,FLNC,1
EPB41L4B,GAPT,1
EPB41L4B,GGPS1,1
EPB41L4B,GLIS3,1
EPB41L4B,HCN1,1
EPB41L4B,HTR7,1
EPB41L4B,ING2,1
EPB41L4B,INPPL1,1
EPB41L4B,IRS2,1
EPB41L4B,KCNN4,1
EPB41L4B,KRTAP29-1,1
EPB41L4B,LIPJ,1
EPB41L4B,LRIG3,1
EPB41L4B,MACF1,1
EPB41L4B,METTL15,1
EPB41L4B,MYBL2,1
EPB41L4B,NCAN,1
EPB41L4B,OBSCN,1
EPB41L4B,OR2W1,1
EPB41L4B,PARP9,1
EPB41L4B,PPP1CB,1
EPB41L4B,PPP1R10,1
EPB41L4B,PRAMEF2,1
EPB41L4B,PREX2,1
EPB41L4B,RASA1,1
EPB41L4B,REN,1
EPB41L4B,RGS22,1
EPB41L4B,RPRD1B,1
EPB41L4B,SAMD9L,1
EPB41L4B,SCYL2,1
EPB41L4B,SLC25A27,1
EPB41L4B,SLFN12,1
EPB41L4B,SOGA1,1
EPB41L4B,TARBP1,1
EPB41L4B,TCHHL1,1
EPB41L4B,TMEM132C,1
EPB41L4B,TNR,1
EPB41L4B,TRRAP,1
EPB41L4B,WDR62,1
EPB41L4B,ZNF846,1
EPB41L4B,ZSCAN25,1
FLG2,FLNC,1
FLG2,GAPT,1
FLG2,GGPS1,1
FLG2,GLIS3,1
FLG2,HCN1,1
FLG2,HTR7,1
FLG2,ING2,1
FLG2,INPPL1,1
FLG2,IRS2,1
FLG2,KCNN4,1
FLG2,KRTAP29-1,1
FLG2,LIPJ,1
FLG2,LRIG3,1
FLG2,MACF1,1
FLG2,METTL15,1
FLG2,MYBL2,1
FLG2,NCAN,1
FLG2,OBSCN,1
FLG2,OR2W1,1
FLG2,PARP9,1
FLG2,PPP1CB,1
FLG2,PPP1R10,1
FLG2,PRAMEF2,1
FLG2,PREX2,1
FLG2,RASA1,1
FLG2,REN,1
FLG2,RGS22,1
FLG2,RPRD1B,1
FLG2,SAMD9L,1
FLG2,SCYL2,1
FLG2,SLC25A27,1
FLG2,SLFN12,1
